Name,Address,Country,Publication Title,Publication Number,Year,Match,Type organization
Univ Vale Rio dos Sinos,BR-93022000 Sao Leopoldo  RS  Brazil,Brazil,An empirically based system for processing definite descriptions,168871500003,2000,Universidade do Vale do Rio Dos Sinos,Academic
Univ Estadual Campinas,Inst Comp  BR-13083970 Campinas  SP  Brazil,Brazil,A 3D generalization of user-steered live-wire segmentation,167100800006,2000,Universidade Estadual de Campinas,Academic
Univ Estadual Campinas,Fac Engn Elect & Comp  BR-13083970 Campinas  SP     Brazil,Brazil,"Tabu search for scheduling on identical parallel machines to minimize
   mean tardiness",90050100002,2000,Universidade Estadual de Campinas,Academic
Univ Estadual Campinas,IC  BR-13081970 Campinas  SP  Brazil,Brazil,Multiversion views: Constructing views in a multiversion database,87088400004,2000,Universidade Estadual de Campinas,Academic
Univ Estadual Campinas,Inst Math Stat & Sci Computat  BR-13081970    Campinas  SP  Brazil,Brazil,Observations on morphological associative memories and the kernel method,86007800012,2000,Universidade Estadual de Campinas,Academic
Univ Estadual Campinas,Inst Estudos Linguagem  LAFAPE  BR-13081970    Campinas  SP  Brazil,Brazil,"Linguistic relations encoding in a symbolic-connectionist hybrid natural
   language processor",174952800027,2000,Universidade Estadual de Campinas,Academic
USP,Cybernet Vis Res Grp  IFSC  BR-13560970 Sao Carlos  SP  Brazil,Brazil,"Robust skeletonization through exact Euclidean distance transform and
   its application to neuromorphometry",166244800001,2000,Universidade de São Paulo,Academic
USP,IFSCI  Cybernet Vis Res Grp  BR-13560970 Sao Carlos  SP  Brazil,Brazil,"Straight line detection as an optimization problem: An approach
   motivated by the jumping spider visual system",166852800004,2000,Universidade de São Paulo,Academic
Pontificia Univ Catolica Rio de Janeiro,Dept Elect Engn  Rio De    Janeiro  Brazil,Brazil,A hybrid linear-neural model for time series forecasting,165265900018,2000,Pontifícia Universidade Católica do Rio de Janeiro,Academic
Pontificia Univ Catolica Rio de Janeiro,Rio De Janeiro  Brazil,Brazil,Probabilistic satisfiability with imprecise probabilities,86923900004,2000,Pontifícia Universidade Católica do Rio de Janeiro,Academic
Univ Fed Minas Gerais,Dept Elect Engn  BR-30161970 Belo Horizonte  MG     Brazil,Brazil,Improving generalization of MLPs with multi-objective optimization,165443200013,2000,Universidade Federal de Minas Gerais,Academic
Univ Fed Minas Gerais,Dept Engn Eletron  Belo Horizonte  MG  Brazil,Brazil,"Control of a robotic manipulator using artificial neural networks with
   on-line adaptation",89616800002,2000,Universidade Federal de Minas Gerais,Academic
Univ Fed Minas Gerais,Dept Ciencia Computacao  BR-31270010 Belo    Horizonte  MG  Brazil,Brazil,Heuristics for distribution network design in telecommunication,85256200008,2000,Universidade Federal de Minas Gerais,Academic
Univ Fed Minas Gerais,Dept Ciencia Comp  BR-31270901 Belo Horizonte     MG  Brazil,Brazil,A knowledge-based approach to cooperative relational database querying,85545900006,2000,Universidade Federal de Minas Gerais,Academic
Univ Sao Paulo,Dept Mechatron Engn  BR-05508900 Sao Paulo  SP  Brazil,Brazil,Towards a neural network based therapy for hallucinatory disorders,166070200014,2000,Universidade de São Paulo,Academic
Univ Sao Paulo,Lab Automat & Syst  Sao Paulo  Brazil,Brazil,Outdoor visual position estimation for planetary rovers,89412300003,2000,Universidade de São Paulo,Academic
Univ Sao Paulo,Inst Ciencias Matemat & Computacao  Sao Carlos  SP     Brazil,Brazil,A gesture based interface for human-robot interaction,89412300004,2000,Universidade de São Paulo,Academic
Univ Sao Paulo,IME  Dept Ciencia Computacao  BR-05508900 Sao Paulo     Brazil,Brazil,"A combinatorial optimization technique for the sequential decomposition
   of erosions and dilations",89625700002,2000,Universidade de São Paulo,Academic
Univ Sao Paulo,IFSC  Cybernet Vis Res Grp  BR-13560970 Sao Carlos  SP     Brazil,Brazil,"Effective image segmentation with flexible ICM-based Markov random
   fields in distributed systems of personal computers",89583700003,2000,Universidade de São Paulo,Academic
Univ Sao Paulo,Escola Politecn  BR-05508900 Sao Paulo  Brazil,Brazil,Credal networks,88702400002,2000,Universidade de São Paulo,Academic
Univ Sao Paulo,Inst Fis Sao Carlos  BR-13560970 Sao Carlos  SP  Brazil,Brazil,Synergy in a neural code,88102500003,2000,Universidade de São Paulo,Academic
Univ Sao Paulo,FFCLRP  Dept Fis & Matemat  BR-14040901 Ribeirao Preto     SP  Brazil,Brazil,"Realistic computer simulation of cortical lesion induced imbalances in
   properties of somatotopic maps",87897800064,2000,Universidade de São Paulo,Academic
Univ Sao Paulo,FFCLRP  Dept Psicol & Educacao  BR-14040901 Ribeirao    Preto  SP  Brazil,Brazil,"A biologically plausible computational model of classical conditioning
   induced reorganization of tonotopic maps in the auditory cortex",87897800095,2000,Universidade de São Paulo,Academic
Univ Sao Paulo,FFCLRP  Dept Fis & Matemat  BR-14040901 Ribeirao Preto     SP  Brazil,Brazil,"A biologically plausible computational model of classical conditioning
   induced reorganization of tonotopic maps in the auditory cortex",87897800095,2000,Universidade de São Paulo,Academic
Univ Sao Paulo,Inst Math & Stat  Dept Comp Sci  BR-05508900 Sao Paulo     Brazil,Brazil,"A switching algorithm for design of optimal increasing binary filters
   over large windows",86685000015,2000,Universidade de São Paulo,Academic
Univ Sao Paulo,Escola Politecn  BR-05508900 Sao Paulo  Brazil,Brazil,Computing posterior upper expectations,86923900005,2000,Universidade de São Paulo,Academic
Univ Sao Paulo,IME  Dept Ciencia Comp  BR-05508900 Sao Paulo  Brazil,Brazil,Pupil detection and tracking using multiple light sources,85546300008,2000,Universidade de São Paulo,Academic
Univ Sao Paulo,Escola Politecn  BR-05508900 Sao Paulo  Brazil,Brazil,"Handling cases and the coverage in a limited quantity of memory for
   case-based planning systems",174952800004,2000,Universidade de São Paulo,Academic
Univ Sao Paulo,Dept Comp Engn  Intelligent Tech Lab  P-05508900 Sao    Paulo  Brazil,Brazil,Dependence based coalitions and contract net: A comparative analysis,174952800012,2000,Universidade de São Paulo,Academic
Univ Sao Paulo,Dept Engn Comp & Sistemas Digitais  Lab Tecn    Inteligentes  BR-05508 Sao Paulo  Brazil,Brazil,MOISE: An organizational model for multi-agent systems,174952800017,2000,Universidade de São Paulo,Academic
Univ Sao Paulo,Inst Matemat & Estatist  BR-05315970 Sao Paulo  Brazil,Brazil,Sharing resource-sensitive knowledge using combinator logics,174952800021,2000,Universidade de São Paulo,Academic
Univ Sao Paulo,Inst Adv Studies  BR-05508900 Sao Paulo  Brazil,Brazil,Annotated temporal logics Delta*tau,174952800023,2000,Universidade de São Paulo,Academic
Univ Sao Paulo,Escola Politecn  PCS  LTI  BR-05508900 Sao Paulo  Brazil,Brazil,L-VIBRA: Learning in the VIBRA architecture,174952800029,2000,Universidade de São Paulo,Academic
Univ Sao Paulo,IFSC  Cybernet Vis Res Grp  BR-13560970 Sao Carlos  SP     Brazil,Brazil,"A biologically-motivated approach to image representation and its
   application to neuromorphology",166852800041,2000,Universidade de São Paulo,Academic
Univ Sao Paulo,Inst Matemat & Estatist  BR-05508 Sao Paulo  Brazil,Brazil,A lightweight capability communication mechanism,170571100080,2000,Universidade de São Paulo,Academic
Univ Sao Paulo,Inst Estatist & Matemat  Dept Ciencia Computacao     BR-05508900 Sao Paulo  Brazil,Brazil,The nature of knowledge in an abductive event calculus planner,174952600025,2000,Universidade de São Paulo,Academic
Univ Sao Paulo,Escola Politecn  Dept Elect Engn  BR-05508900 Sao Paulo     Brazil,Brazil,The nature of knowledge in an abductive event calculus planner,174952600025,2000,Universidade de São Paulo,Academic
Univ Sao Paulo,IME  DCC  Dept Comp Sci CreatiVis Creat Vis Res Grp     BR-05508900 Sao Paulo  Brazil,Brazil,Detection and tracking of facial features in video sequences,88970800012,2000,Universidade de São Paulo,Academic
Univ Sao Paulo,IME  DCC  Dept Comp Sci Creativis Res Grp  BR-05508900    Sao Paulo  Brazil,Brazil,"Eigenfaces versus eigeneyes: First steps toward performance assessment
   of representations for face recognition",88970800018,2000,Universidade de São Paulo,Academic
Univ Sao Paulo,Inst Ciencias Matemat Sao Carlos  Silicon Graph Brasil     Sao Paulo  Brazil,Brazil,Applying one-sided selection to unbalanced datasets,88970800029,2000,Universidade de São Paulo,Academic
Univ Sao Paulo,Inst Ciencias Matemat Sao Carlos  BR-05508 Sao Paulo     Brazil,Brazil,Applying one-sided selection to unbalanced datasets,88970800029,2000,Universidade de São Paulo,Academic
Univ Sao Paulo,ILTC  Inst Ciencias Matemat Sao Carlos  BR-13560970 Sao    Carlos  SP  Brazil,Brazil,Applying one-sided selection to unbalanced datasets,88970800029,2000,Universidade de São Paulo,Academic
Univ Sao Paulo,FFCLRP  Dept Fis & Matemat  BR-14040901 Ribeirao Preto     SP  Brazil,Brazil,Anxiety-like behavior in rats: a computational model,85549200006,2000,Universidade de São Paulo,Academic
Univ Sao Paulo,FFCLRP  Dept Psicol & Educ  BR-14040901 Ribeirao Preto     SP  Brazil,Brazil,Anxiety-like behavior in rats: a computational model,85549200006,2000,Universidade de São Paulo,Academic
Univ Sao Paulo,Escola Politecn  BR-05508900 Sao Paulo  Brazil,Brazil,Learning to behave by environment reinforcement,170571300037,2000,Universidade de São Paulo,Academic
UFRGS,Inst Informat  LRI  BR-91501970 Porto Alegre  RS  Brazil,Brazil,"Locomotion control of a four-legged robot embedding real-time reasoning
   in the force distribution",88971100002,2000,Universidade Federal do Rio Grande do Sul,Academic
INPE,LAC  Brazilian Minist Sci & Technol  Natl Space Res Inst     BR-12227010 SJ Campos  SP  Brazil,Brazil,A glimpse at the metaphysics of Bongard problems,89542800007,2000,Instituto Nacional de Pesquisas Espaciais,Research Institute
State Univ Campinas,Inst Math Stat & Sci Computat  BR-13083 Campinas     SP  Brazil,Brazil,Rank-based decompositions of morphological templates,88531500010,2000,Universidade Estadual de Campinas,Academic
UFES,Dept Informat  Ctr Tecnol  BR-29060970 Vitoria  ES  Brazil,Brazil,Metaheuristic methods for a class of the facility layout problem,88860300006,2000,Universidade Federal do Espírito Santo,Academic
Inst Catolico Minas Gerais,Coronel Fabriciano  MG  Brazil,Brazil,"Control of a robotic manipulator using artificial neural networks with
   on-line adaptation",89616800002,2000,Faculdade Minas Gerais,Academic
Univ Fed Rio de Janeiro,COPPE  BR-21945970 Rio De Janeiro  Brazil,Brazil,Tracing patterns and attention: Humanoid robot cognition,88680000013,2000,Universidade Federal do Rio de Janeiro,Academic
Univ Fed Rio de Janeiro,Inst Matemat  Dept Ciencia Comp  BR-21945970    Rio De Janeiro  Brazil,Brazil,Representing belief revision through default theories,174952800024,2000,Universidade Federal do Rio de Janeiro,Academic
Univ Fed Rio de Janeiro,COPPE  Programa Engn Sistemas & Comp     BR-21945970 Rio De Janeiro  Brazil,Brazil,Representing belief revision through default theories,174952800024,2000,Universidade Federal do Rio de Janeiro,Academic
Univ Fed Rio de Janeiro,COPPE Syst Engn  BR-21945970 Rio De Janeiro     Brazil,Brazil,"The impact of cache coherence protocols on parallel logic programming
   systems",165607800086,2000,Universidade Federal do Rio de Janeiro,Academic
Univ Fed Rio de Janeiro,COPPE  Programa Engn Sistemas & Computacao     BR-21945970 Rio De Janeiro  Brazil,Brazil,Towards a hybrid model of first-order theory refinement,170570700007,2000,Universidade Federal do Rio de Janeiro,Academic
Univ Estadual Ceara,Dept Estatist & Comp  BR-60740000 Fortaleza  Ceara     Brazil,Brazil,Slicing knowledge-based systems: techniques and applications,88924000002,2000,Universidade Estadual do Ceará,Academic
Univ Estadual Ceara,Dept Estatist & Computacao  Ceara  Brazil,Brazil,A lightweight capability communication mechanism,170571100080,2000,Universidade Estadual do Ceará,Academic
Univ Estadual Ceara,Dept Estatist & Comp  BR-60740000 Fortaleza  Ceara     Brazil,Brazil,A practical approach for logic program analysis and transformation,88970800008,2000,Universidade Estadual do Ceará,Academic
Univ Estadual Ceara,Dept Estatist & Comp  Fortaleza  Ceara  Brazil,Brazil,Automatic extraction of logic program transformations from examples,88970800021,2000,Universidade Estadual do Ceará,Academic
Banco Cent Brasil,Dept Informat  BR-70074900 Brasilia  DF  Brazil,Brazil,Slicing knowledge-based systems: techniques and applications,88924000002,2000,Faculdade Brasil Central,Academic
Banco Cent Brasil,Dept Informat  Brasilia  DF  Brazil,Brazil,Automatic extraction of logic program transformations from examples,88970800021,2000,Faculdade Brasil Central,Academic
Univ Fed Espirito Santo,Dept Engn Eletr  Vitoria  ES  Brazil,Brazil,Visual servoing and appearance for navigation,86947200009,2000,Universidade Federal do Espírito Santo,Academic
Ctr Informat Technol,Automat Inst  BR-13089500 Campinas  SP  Brazil,Brazil,Tracking multiple moving objects for real-time robot navigation,85950600002,2000,Centro de Tecnologia da Informação Renato Archer,Research Institute
CPGEI,CEFET PR  BR-80230901 Curitiba  PR  Brazil,Brazil,"Heterogeneous control and qualitative supervision, application to a
   distillation column",85611900007,2000,Centro de Pesquisas Aggeu Magalhães,Research Institute
Univ Fed Santa Catarina,Dept Engn Prod & Sistemas  BR-88010970    Florianopolis  SC  Brazil,Brazil,An expert system approach to quality control,85749300007,2000,Universidade Federal de Santa Catarina,Academic
Univ Fed Santa Catarina,BR-88049000 Florianopolis  SC  Brazil,Brazil,Case-based management of software engineering experienceware,174952800003,2000,Universidade Federal de Santa Catarina,Academic
Univ Fed Santa Catarina,Dept Automacao & Sistemas  BR-88040900    Florianopolis  SC  Brazil,Brazil,Dynamic social knowledge: A comparative evaluation,174952800019,2000,Universidade Federal de Santa Catarina,Academic
Univ Fed Santa Catarina,Dept Automacao & Sistemas  Lab Controle &    Microinformat  BR-88040900 Florianopolis  SC  Brazil,Brazil,"Cognitive multi-agent systems for integrated information retrieval and
   extraction over the Web",174952800032,2000,Universidade Federal de Santa Catarina,Academic
Univ Fed Santa Catarina,Dept Comp & Stat  BR-88040900 Florianopolis     SC  Brazil,Brazil,LeCS: A collaborative case study system,171336100028,2000,Universidade Federal de Santa Catarina,Academic
Univ Fed Santa Catarina,Dept Automat & Syst  BR-88040900 Florianopolis     SC  Brazil,Brazil,"From a concurrent architecture to a concurrent autonomous agents
   architecture",170571300022,2000,Universidade Federal de Santa Catarina,Academic
Univ Fed Vicosa,Dept Informat  BR-36571000 Vicosa  MG  Brazil,Brazil,A knowledge-based approach to cooperative relational database querying,85545900006,2000,Universidade Federal de Viçosa,Academic
Engetron Engn,BR-32010010 Contagem  MG  Brazil,Brazil,A knowledge-based approach to cooperative relational database querying,85545900006,2000,Faculdade Eniac,Academic
Univ Vale do Itajaf,Ctr Educ Super 7  BR-88122000 Sao Jose Dos Campos     SC  Brazil,Brazil,Case-based management of software engineering experienceware,174952800003,2000,Universidade do Vale do Itajaí,Academic
Fac Engn Ind,BR-09850901 Sao Bernardo Do C  SP  Brazil,Brazil,"Handling cases and the coverage in a limited quantity of memory for
   case-based planning systems",174952800004,2000,Faculdade Eniac,Academic
Univ Fed Pernambuco,Ctr Informat  BR-50732970 Recife  PE  Brazil,Brazil,JEOPS - The Java embedded object production system,174952800007,2000,Universidade Federal de Pernambuco,Academic
Unioeste,Dep Ciencia Comp  BR-85857970 Foz Do Iguacu  PR  Brazil,Brazil,Petriplan: A new algorithm for plan generation (preliminary report),174952800010,2000,Universidade Estadual do Oeste do Paraná,Academic
UFPR,Dept Informat  BR-81531990 Curitiba  Parana  Brazil,Brazil,Petriplan: A new algorithm for plan generation (preliminary report),174952800010,2000,Universidade Federal do Paraná,Academic
Cefet PR,CPGEI  BR-80230901 Curitiba  Parana  Brazil,Brazil,Petriplan: A new algorithm for plan generation (preliminary report),174952800010,2000,Centro Federal de Educação Tecnológica do Paraná,Academic
UNICAMP,Inst Comp  Campinas  Brazil,Brazil,Scheduling meetings through multi-agent negotiation,174952800014,2000,Universidade Estadual de Campinas,Academic
Univ Fed Rio Grande Sul,Inst Informat  Porto Alegre  RS  Brazil,Brazil,Evolving Populations of agents with personalities in the minority game,174952800018,2000,Universidade Federal do Rio Grande,Academic
Univ Estadual Paulista,ICET  Dept Informat  BR-04026002 Sao Paulo     Brazil,Brazil,Annotated temporal logics Delta*tau,174952800023,2000,Universidade Estadual Paulista,Academic
Univ Fed Rio Grande do Sul,BR-90046900 Porto Alegre  RS  Brazil,Brazil,Admissibility proofs for the LCS* algorithm,174952800025,2000,Universidade Federal do Rio Grande do Sul,Academic
PUC Campinas,Inst Informat  BR-13086900 Campinas  SP  Brazil,Brazil,"Linguistic relations encoding in a symbolic-connectionist hybrid natural
   language processor",174952800027,2000,Pontifícia Universidade Católica de Campinas,Academic
PUC PR,PPGIA  CCET  BR-80215901 Curitiba  Parana  Brazil,Brazil,Generating text summaries through the relative importance of topics,174952800031,2000,Pontifícia Universidade Católica do Paraná,Academic
Inst Tecnol Aeronaut,Div Ciencia Computacao  BR-12228900 Sao Jose Dos    Campos  Brazil,Brazil,On the use of option policies for autonomous robot navigation,174952800038,2000,Instituto Tecnológico de Aeronáutica,Academic
Inst Nacl Pesquisas Espaciais,Lab Integracao & Testes  BR-12227010 Sao    Jose Dos Campos  SP  Brazil,Brazil,Scene segmentation by chaotic synchronization and desynchronization,166852800048,2000,Instituto Nacional de Pesquisas Espaciais,Research Institute
UFRJ,NCE  Rio De Janeiro  RJ  Brazil,Brazil,"Expert systems and mathematical optimization approaches on physical
   layout optimization problems",170571100020,2000,Universidade Federal do Rio de Janeiro,Academic
Univ Fed Fluminense,Inst Comp  Niteroi  RJ  Brazil,Brazil,"ADDGEO: An intelligent agent to assist geologist finding petroleum in
   offshore lands",170571100038,2000,Universidade Federal Fluminense,Academic
Univ Vale Itajai,BR-88122000 Sao Jose Dos Campos  SC  Brazil,Brazil,LeCS: A collaborative case study system,171336100028,2000,Universidade do Vale do Itajaí,Academic
Pontificia Univ Catolica Rio Grande do Sul,Programa Posgrad Ciencia    Comp  BR-90610900 Porto Alegre  RS  Brazil,Brazil,"Applying reinforcement learning to improve MCOE, an intelligent learning
   environment for ecology",88970800026,2000,Pontifícia Universidade Católica do Rio Grande do Sul,Academic
Escola Fed Engn Itajuba,Inst Elect Engn  BR-37500000 Itajuba  MG     Brazil,Brazil,A hierarchical self-organising map model for sequence recognition,90010500005,2000,Universidade Federal de Itajubá,Academic
IMPA,VISGRAF Lab  BR-22460320 Rio De Janeiro  Brazil,Brazil,An overview on virtual sets,165606000009,2000,Instituto Nacional de Matematica Pura e Aplicada,Academic
PUC Rio,Dept Informat  TecGraf  BR-22453900 Rio De Janeiro  Brazil,Brazil,An overview on virtual sets,165606000009,2000,Pontifícia Universidade Católica do Rio de Janeiro,Academic
Fed Engn Sch Itajuba,Inst Elect Engn  Tech Program Comm  BR-37500903    Itajuba  MG  Brazil,Brazil,Fifth Brazilian Conference on Neural Networks,172721100001,2001,Universidade Federal de Itajubá,Academic
Pontificia Univ Catolica Rio de Janeiro,Dept Elect Engn  Brazilian    Neural Network Soc  BR-22453900 Rio De Janeiro  Brazil,Brazil,Fifth Brazilian Conference on Neural Networks,172721100001,2001,Pontifícia Universidade Católica do Rio de Janeiro,Academic
Pontificia Univ Catolica Rio de Janeiro,Dept Econ  BR-22453 Rio De    Janeiro  Brazil,Brazil,Statistical methods for modelling neural networks,172721100008,2001,Pontifícia Universidade Católica do Rio de Janeiro,Academic
Pontificia Univ Catolica Rio de Janeiro,Dept Econ  Rio De Janeiro     Brazil,Brazil,"What are the effects of forecasting linear time series with neural
   networks?",172721100009,2001,Pontifícia Universidade Católica do Rio de Janeiro,Academic
Pontificia Univ Catolica Rio de Janeiro,Dept Elect Engn  Rio De    Janeiro  Brazil,Brazil,"What are the effects of forecasting linear time series with neural
   networks?",172721100009,2001,Pontifícia Universidade Católica do Rio de Janeiro,Academic
Pontificia Univ Catolica Rio de Janeiro,Dept Informat  BR-22453900 Rio    De Janeiro  Brazil,Brazil,Semiotic approaches to user interface design,172712300001,2001,Pontifícia Universidade Católica do Rio de Janeiro,Academic
Pontificia Univ Catolica Rio de Janeiro,Dept Informat  Semiot Engn Res    Grp  BR-22453 Rio De Janeiro  Brazil,Brazil,A semiotic engineering approach to user interface design,172712300009,2001,Pontifícia Universidade Católica do Rio de Janeiro,Academic
Pontificia Univ Catolica Rio de Janeiro,Dept Econ  Rio De Janeiro     Brazil,Brazil,"Modeling exchange rates: Smooth transitions, neural networks, and linear
   models",169875300011,2001,Pontifícia Universidade Católica do Rio de Janeiro,Academic
Pontificia Univ Catolica Rio de Janeiro,Dept Elect Engn  Rio De    Janeiro  Brazil,Brazil,"Modeling exchange rates: Smooth transitions, neural networks, and linear
   models",169875300011,2001,Pontifícia Universidade Católica do Rio de Janeiro,Academic
Pontificia Univ Catolica Rio de Janeiro,Dept Elect Engn  BR-22453900    Rio De Janeiro  Brazil,Brazil,"Using mixture covariance matrices to improve face and facial expression
   recognitions",236277800011,2001,Pontifícia Universidade Católica do Rio de Janeiro,Academic
Pontificia Univ Catolica Rio de Janeiro,Dept Informat  BR-22453900 Rio    De Janeiro  Brazil,Brazil,Generating narratives from plots using schema information,174117800002,2001,Pontifícia Universidade Católica do Rio de Janeiro,Academic
Escola Fed Engn Itajuba,EFEI  Inst Elect Engn  BR-37500903 Itajuba  MG     Brazil,Brazil,"Neural networks and support vector machines applied to power systems
   transient stability analysis",172721100005,2001,Universidade Federal de Itajubá,Academic
Escola Fed Engn Itajuba,Itajuba  Brazil,Brazil,Power systems reliability evaluation using neural networks,172721100007,2001,Universidade Federal de Itajubá,Academic
Escola Fed Engn Itajuba,Inst Elect Engn  BR-37500903 Itajuba  MG     Brazil,Brazil,A hierarchical self-organizing map model in short-term load forecasting,171806500005,2001,Universidade Federal de Itajubá,Academic
Univ Fed Fluminense,BR-22442970 Rio De Janeiro  Brazil,Brazil,Power systems reliability evaluation using neural networks,172721100007,2001,Universidade Federal Fluminense,Academic
Univ Fed Fluminense,Inst Comp  BR-24210240 Niteroi  RJ  Brazil,Brazil,A Green's function approach to shape from shading,171558500008,2001,Universidade Federal Fluminense,Academic
Banco BBM SA,Rio De Janeiro  Brazil,Brazil,Delta-neutral volatility trading using neural networks,172721100010,2001,Banco BBM SA,Corporate
UFRJ,Escola Engn  COPPE  Rio De Janeiro  Brazil,Brazil,Delta-neutral volatility trading using neural networks,172721100010,2001,Universidade Federal do Rio de Janeiro,Academic
UFRJ,COPPEAD  Rio De Janeiro  Brazil,Brazil,Delta-neutral volatility trading using neural networks,172721100010,2001,Universidade Federal do Rio de Janeiro,Academic
Univ Fed Minas Gerais,ICEX  Dept Comp Sci  BR-31270010 Belo Horizonte     MG  Brazil,Brazil,Towards a communication model applied to the interface design process,172712300008,2001,Universidade Federal de Minas Gerais,Academic
Univ Fed Minas Gerais,Dept Comp Sci  BR-31270901 Belo Horizonte  MG     Brazil,Brazil,19th International Conference on Conceptual Modeling (ER2000),171616300001,2001,Universidade Federal de Minas Gerais,Academic
Univ Fed Minas Gerais,Belo Horizonte  MG  Brazil,Brazil,"The FIRA 1999 championship (vol 32, pg 253, 2000)",168405100004,2001,Universidade Federal de Minas Gerais,Academic
UNICAMP,Inst Comp  BR-13083970 Campinas  SP  Brazil,Brazil,Towards a communication model applied to the interface design process,172712300008,2001,Universidade Estadual de Campinas,Academic
Inst Tecnol Aeronaut,Sao Jose Dos Campos  Brazil,Brazil,"Specification of training sets and the number of hidden neurons for
   multilayer perceptrons",172069500002,2001,Instituto Tecnológico de Aeronáutica,Academic
Inst Tecnol Aeronaut,Div Ciencia Comp  BR-12228901 Sao Jose Dos Campos     Brazil,Brazil,"Definition and application of a five-parameter characterization of
   one-dimensional cellular automata rule space",172208000003,2001,Instituto Tecnológico de Aeronáutica,Academic
Inst Tecnol Aeronaut,BR-12228900 Sao Jose Dos Campos  Brazil,Brazil,"A neural network with asymmetric basis functions for feature extraction
   of ECG P waves",171123100028,2001,Instituto Tecnológico de Aeronáutica,Academic
Univ Sao Paulo,Dept Ciencias Comp & Estatist  BR-13560970 Sao Carlos     SP  Brazil,Brazil,Combining RBF networks trained by different clustering techniques,172073000005,2001,Universidade de São Paulo,Academic
Univ Sao Paulo,Inst Math & Comp Sci  ICMC  Dept Comp Sci & Stat SCE     BR-13560970 Sao Carlos  SP  Brazil,Brazil,A network of dynamically coupled chaotic maps for scene segmentation,172015200012,2001,Universidade de São Paulo,Academic
Univ Sao Paulo,IME  Dept Ciencia Computacao  BR-05508900 Sao Paulo     Brazil,Brazil,From the sup-decomposition to sequential decompositions,172295900004,2001,Universidade de São Paulo,Academic
Univ Sao Paulo,Fac Filosofia Ciencias & Letras Ribeirao Pret  Dept Fis    & Matemat  Lab Neurociencia Computat  BR-14040901 Ribeirao Preto  SP     Brazil,Brazil,A minimal model for excitable and bursting elements,169129200035,2001,Universidade de São Paulo,Academic
Univ Sao Paulo,FFCLRP  Dept Psicol & Educ  BR-14040901 Ribeirao Preto     SP  Brazil,Brazil,"A realistic model of tonotopic reorganization in the auditory cortex in
   response to cochlear lesions",169129200155,2001,Universidade de São Paulo,Academic
Univ Sao Paulo,FFCLRP  Dept Fis & Matemat  BR-14040901 Ribeirao Preto     SP  Brazil,Brazil,"A realistic model of tonotopic reorganization in the auditory cortex in
   response to cochlear lesions",169129200155,2001,Universidade de São Paulo,Academic
Univ Sao Paulo,FFCLRP  Dept Fis & Matemet  BR-14040901 Ribeirao Preto     SP  Brazil,Brazil,"Alterations of maps induced by blockage of synaptic receptors in a
   computer simulation of the somatosensory system",169129200190,2001,Universidade de São Paulo,Academic
Univ Sao Paulo,FFCLRP  Dept Psicol & Educ  BR-14040901 Ribeirao Preto     SP  Brazil,Brazil,"Alterations of maps induced by blockage of synaptic receptors in a
   computer simulation of the somatosensory system",169129200190,2001,Universidade de São Paulo,Academic
Univ Sao Paulo,Inst Quim  BR-05313970 Sao Paulo  Brazil,Brazil,"Chemosystematic studies of natural compounds isolated from Asteraceae:
   characterization of tribes by principal component analysis",168000300003,2001,Universidade de São Paulo,Academic
Univ Sao Paulo,Sao Carlos Sch Engn  Sao Paulo  Brazil,Brazil,VIRTEC: An example of a Brazilian virtual organization,168281500009,2001,Universidade de São Paulo,Academic
Univ Sao Paulo,Inst Math & Estatist  Dept Ciencia Comutacao  BR-05508    Sao Paulo  Brazil,Brazil,Multiresolution analysis for optimal binary filters,167045400004,2001,Universidade de São Paulo,Academic
Univ Sao Paulo,Escola Politecn  BR-05508900 Sao Paulo  Brazil,Brazil,Accurate adaptation-guided similarity metric for case-based planning,175008700037,2001,Universidade de São Paulo,Academic
Univ Sao Paulo,Escola Politecn  BR-05508900 Sao Paulo  Brazil,Brazil,"Releasing memory space through a case-deletion policy with a lower bound
   for residual competence",175008700038,2001,Universidade de São Paulo,Academic
Univ Sao Paulo,Dept Ciencia Comp  IME  BR-05508900 Sao Paulo  Brazil,Brazil,A coarse-grained parallel algorithm for maximal cliques in circle graphs,227039400069,2001,Universidade de São Paulo,Academic
Univ Sao Paulo,Intelligent Tech Lab  Sao Paulo  Brazil,Brazil,Agent-based social simulation with coalitions in social reasoning,189006500018,2001,Universidade de São Paulo,Academic
Pontificia Univ Catolica Parana,Postgrad Program Comp Sci  BR-80215901    Curitiba  Parana  Brazil,Brazil,Understanding the crucial role of attribute interaction in data mining,171139500001,2001,Pontifícia Universidade Católica do Paraná,Academic
Univ Brasilia,Dept Elect Engn  BR-70919970 Brasilia  DF  Brazil,Brazil,Multiscale color invariants based on the human visual system,172386200004,2001,Universidade Brasil,Academic
Brazilian Natl Inst Space Res,INPE  Lab Integrat & Tests  BR-12227010    Sao Jose Dos Campos  SP  Brazil,Brazil,A network of dynamically coupled chaotic maps for scene segmentation,172015200012,2001,Instituto Nacional de Pesquisas Espaciais,Research Institute
Univ Fed Santa Catarina,Dept Automat & Sistemas  BR-88040900    Florianopolis  SC  Brazil,Brazil,An algorithm for dual transformation in first-order logic,171292500002,2001,Universidade Federal de Santa Catarina,Academic
